shipment_id,shipment_date,origin_warehouse,destination_region,carrier,transport_mode,distance_km,weight_kg,shipment_volume_units,inventory_level,transportation_cost,delivery_time_days,delayed
SHP100982,2025-10-26 02:55:20.767306,WH-Mumbai,Central,Carrier D,Road,229.6,153.7,120,3936,3041.53,0.3,0
SHP100693,2025-07-30 09:14:51.743119,WH-Mumbai,North,Carrier A,Road,948.1,677.2,122,2275,13770.27,2.5,1
SHP100264,2025-03-22 03:31:22.568807,WH-Chennai,North,Carrier D,Sea,340.4,79.8,130,3372,2033.33,1.8,1
SHP100894,2025-09-29 09:44:53.244370,WH-Kolkata,North,Carrier A,Rail,630.6,325.7,132,2087,4926.93,0.2,0
SHP100056,2025-01-18 00:01:12.060050,WH-Bengaluru,Central,Carrier B,Rail,301.8,94.0,147,4939,2477.39,0.7,0
SHP100250,2025-03-17 21:31:04.553794,WH-Delhi,Central,Carrier C,Road,863.2,186.7,127,3358,10911.68,0.5,0
SHP100612,2025-07-05 19:04:33.227689,WH-Chennai,South,Carrier A,Rail,381.2,247.9,122,1255,3484.58,0.2,0
SHP101170,2025-12-22 04:42:14.111759,WH-Bengaluru,East,Carrier B,Sea,335.7,236.1,123,1210,2736.95,1.3,0
SHP100054,2025-01-17 09:26:52.343619,WH-Mumbai,West,Carrier A,Road,509.1,338.8,114,2836,7662.46,1.5,0
SHP100589,2025-06-28 19:29:46.488740,WH-Kolkata,Central,Carrier C,Air,330.3,474.4,113,1648,19104.21,0.2,0
SHP100233,2025-03-12 17:39:16.964136,WH-Mumbai,East,Carrier A,Sea,998.1,89.2,110,4353,4457.21,2.4,1
SHP100084,2025-01-26 12:01:48.090075,WH-Chennai,East,Carrier A,Road,761.0,139.7,123,190,10270.22,1.2,0
SHP100488,2025-05-29 03:36:10.809007,WH-Chennai,West,Carrier D,Road,921.2,139.9,127,1032,11920.33,,1
SHP100944,2025-10-14 14:03:06.155129,WH-Delhi,West,Carrier A,Sea,473.3,82.0,114,3251,1498.14,0.9,0
SHP100495,2025-05-31 06:36:19.816513,WH-Chennai,West,Carrier C,Road,321.5,260.4,129,443,4568.09,0.2,0
SHP100125,2025-02-07 22:45:32.276897,WH-Kolkata,Central,Carrier A,Road,861.2,214.6,136,3957,10848.6,1.3,0
SHP100672,2025-07-24 00:14:24.720600,WH-Kolkata,West,Carrier D,Rail,290.7,46.0,112,4750,,0.2,0
SHP100187,2025-02-26 18:29:43.486238,WH-Delhi,Central,Carrier C,Rail,581.7,307.1,120,4055,4966.48,1.7,1
SHP101168,2025-12-21 14:07:54.395329,WH-Chennai,East,Carrier B,Road,480.2,313.9,126,4881,6629.73,0.2,0
SHP100701,2025-08-01 19:32:10.608840,WH-Kolkata,North,Carrier C,Road,179.5,130.8,106,4800,,0.2,0
SHP100151,2025-02-15 20:11:48.590492,WH-Mumbai,Central,Carrier A,Road,1413.0,326.9,124,148,18078.78,1.0,0
SHP101018,2025-11-06 01:13:15.663052,WH-Kolkata,North,Carrier A,Sea,870.8,29.4,121,3300,,1.2,0
SHP100673,2025-07-24 07:31:34.578815,WH-Bengaluru,South,Carrier A,Sea,402.1,40.8,111,3107,903.35,1.5,1
SHP100388,2025-04-28 18:59:44.987489,WH-Delhi,North,Carrier C,Rail,285.7,55.2,117,2674,2379.76,1.2,0
SHP100137,2025-02-11 14:11:30.575479,WH-Mumbai,West,Carrier C,Road,298.9,,105,1405,3715.92,0.7,0
SHP101197,2025-12-30 09:25:40.283569,WH-Kolkata,Central,Carrier B,Road,1094.5,360.9,119,1388,13787.59,1.9,1
SHP100172,2025-02-22 05:12:15.613010,WH-Mumbai,North,Carrier D,Rail,319.2,108.5,133,4076,2663.27,0.3,0
SHP100887,2025-09-27 06:44:44.236864,WH-Kolkata,West,Carrier B,Road,789.6,412.5,106,184,9967.94,1.4,1
SHP100965,2025-10-20 23:03:33.177648,WH-Delhi,East,Carrier C,Road,706.1,147.4,112,1840,,0.4,0
SHP101181,2025-12-25 12:51:02.552126,WH-Delhi,West,Carrier B,Road,1142.8,220.6,99,3459,14418.36,1.7,1
SHP100966,2025-10-21 06:20:43.035863,WH-Bengaluru,South,Carrier B,Rail,1283.0,,108,850,9958.68,1.2,0
SHP100223,2025-03-09 16:47:38.381984,WH-Chennai,South,Carrier A,Road,87.2,71.3,126,2637,1142.95,1.1,0
SHP100899,2025-09-30 22:10:42.535446,WH-Mumbai,Central,Carrier C,Road,498.4,108.7,140,532,6757.17,0.8,0
SHP100177,2025-02-23 17:38:04.904086,WH-Mumbai,West,Carrier D,Road,275.2,228.5,115,3041,,0.5,0
SHP100655,2025-07-18 20:22:37.130942,WH-Delhi,Central,Carrier A,Air,1008.6,,103,796,56783.92,0.5,0
SHP101128,2025-12-09 10:41:20.066722,WH-Delhi,North,Carrier D,Road,545.5,136.4,124,2216,6674.85,1.0,0
SHP100604,2025-07-03 08:47:14.361968,WH-Bengaluru,North,Carrier B,Road,1058.0,220.5,113,1102,12694.22,1.6,1
SHP100374,2025-04-24 12:59:26.972477,WH-Delhi,Central,Carrier B,Road,1254.4,552.5,114,304,16564.96,0.9,0
SHP100491,2025-05-30 01:27:40.383653,WH-Kolkata,North,Carrier D,Road,335.3,260.8,104,4686,5362.56,1.2,0
SHP100924,2025-10-08 12:19:48.990825,WH-Chennai,Central,Carrier B,Rail,776.8,208.2,119,4957,6050.56,0.6,0
SHP101003,2025-11-01 11:55:47.789824,WH-Chennai,Central,Carrier A,Road,1170.5,125.0,107,545,14394.28,1.9,1
SHP100541,2025-06-14 05:45:53.294412,WH-Chennai,West,Carrier A,Road,697.6,151.3,119,1844,8453.36,0.9,0
SHP100299,2025-04-01 18:32:07.606338,WH-Kolkata,South,Carrier D,Road,413.1,299.5,110,2493,5676.31,1.2,0
SHP100860,2025-09-19 02:01:18.065054,WH-Chennai,East,Carrier C,Road,456.1,457.7,136,472,7293.31,0.3,0
SHP100528,2025-06-10 07:02:45.137614,WH-Bengaluru,North,Carrier C,Road,539.3,115.5,109,3841,6413.42,2.8,1
SHP100050,2025-01-16 04:18:12.910758,WH-Bengaluru,Central,Carrier A,Rail,279.4,427.6,122,2355,2446.89,0.5,0
SHP100874,2025-09-23 08:01:36.080066,WH-Chennai,South,Carrier C,Road,472.0,104.6,120,1256,5320.13,0.8,0
SHP100774,2025-08-23 23:25:10.258548,WH-Kolkata,West,Carrier C,Road,671.2,190.3,111,2099,8589.09,2.3,1
SHP100932,2025-10-10 22:37:07.856547,WH-Kolkata,West,Carrier A,Road,1026.3,,107,289,13576.87,1.0,0
SHP100032,2025-01-10 17:09:15.462885,WH-Bengaluru,Central,Carrier D,Road,307.3,119.8,100,1473,4717.67,0.6,0
SHP100257,2025-03-20 00:31:13.561301,WH-Bengaluru,South,Carrier C,Road,463.9,,106,4142,5582.61,0.5,0
SHP100238,2025-03-14 06:05:06.255212,WH-Chennai,Central,Carrier C,Rail,359.5,165.5,147,3833,3103.53,0.2,0
SHP101078,2025-11-24 06:23:07.155963,WH-Mumbai,North,Carrier A,Air,693.0,56.1,110,4937,38245.72,0.2,0
SHP100496,2025-05-31 13:53:29.674728,WH-Chennai,South,Carrier A,Air,374.8,93.2,124,4174,21017.98,0.5,0
SHP100895,2025-09-29 17:02:03.102585,WH-Delhi,South,Carrier B,Road,469.6,92.2,119,600,5729.85,0.2,0
SHP100534,2025-06-12 02:45:44.286905,WH-Delhi,West,Carrier B,Air,460.9,78.0,120,1496,25959.18,0.2,0
SHP100825,2025-09-08 11:00:33.027522,WH-Kolkata,Central,Carrier C,Road,486.3,153.4,119,2087,6378.1,0.3,0
SHP100572,2025-06-23 15:37:58.899082,WH-Kolkata,Central,Carrier B,Air,241.7,82.3,117,3938,13978.93,,0
SHP100354,2025-04-18 11:16:09.808173,WH-Kolkata,West,Carrier D,Sea,219.4,163.0,124,2348,1322.77,0.2,0
SHP100939,2025-10-13 01:37:16.864053,WH-Kolkata,East,Carrier B,Road,531.2,495.2,134,1987,7289.85,1.0,0
SHP100683,2025-07-27 08:23:13.160967,WH-Mumbai,Central,Carrier A,Air,621.5,645.4,136,4778,35724.16,0.5,0
SHP100474,2025-05-24 21:35:52.793994,WH-Kolkata,East,Carrier C,Road,401.8,175.1,121,4113,,0.8,0
SHP100472,2025-05-24 07:01:33.077564,WH-Mumbai,East,Carrier A,Rail,1046.5,205.4,132,1881,73123.45803557333,1.4,1
SHP100484,2025-05-27 22:27:31.376146,WH-Delhi,South,Carrier D,Road,639.8,367.4,124,1714,8500.16,1.8,1
SHP101154,2025-12-17 08:07:36.380316,WH-Mumbai,East,Carrier B,Road,183.1,435.3,116,1707,3843.76,1.4,0
SHP100759,2025-08-19 10:07:42.385321,WH-Kolkata,West,Carrier C,Air,321.3,93.0,130,2539,17659.4,0.2,0
SHP100368,2025-04-22 17:16:27.823185,WH-Kolkata,West,,Sea,139.4,245.1,108,628,760.69,1.9,1
SHP100713,2025-08-05 10:58:08.907422,WH-Mumbai,North,Carrier B,Road,598.6,69.3,126,2629,7391.84,1.9,0
SHP100503,2025-06-02 16:53:38.682235,WH-Mumbai,East,Carrier C,Rail,343.4,115.3,93,3318,3014.96,0.6,0
SHP100834,2025-09-11 04:35:01.751459,WH-Kolkata,Central,Carrier C,Road,1157.2,104.8,132,3936,14473.8,0.8,0
SHP101026,2025-11-08 11:30:34.528773,WH-Mumbai,North,Carrier D,Road,1127.0,,124,4971,13367.22,0.7,0
SHP100842,2025-09-13 14:52:20.617180,WH-Kolkata,South,Carrier A,Rail,1187.6,243.4,106,2890,8248.6,1.9,0
SHP100550,2025-06-16 23:20:22.018348,WH-Delhi,North,Carrier B,Sea,694.8,182.2,149,4950,3030.5,0.9,0
SHP100303,2025-04-02 23:40:47.039199,WH-Bengaluru,South,Carrier D,Road,509.8,313.4,111,3456,6350.25,0.6,0
SHP100763,2025-08-20 15:16:21.818181,WH-Bengaluru,North,Carrier A,Sea,816.7,39.1,110,2132,3730.97,1.5,1
SHP100946,2025-10-15 04:37:25.871559,WH-Mumbai,East,Carrier C,Road,659.3,175.6,118,1012,8826.41,0.5,0
SHP100478,2025-05-26 02:44:32.226855,WH-Chennai,South,Carrier C,Road,552.2,567.2,113,4455,7864.14,0.7,0
SHP101023,2025-11-07 13:39:04.954128,WH-Delhi,East,Carrier B,air,645.6,197.4,125,3247,36276.24,1.3,0
SHP100638,2025-07-13 16:30:49.541284,WH-Delhi,West,Carrier C,Road,319.0,94.6,118,155,4431.97,0.6,0
SHP100561,2025-06-20 07:29:10.458715,WH-Delhi,South,Carrier B,Sea,61.9,261.8,114,2376,1141.34,1.3,0
SHP100919,2025-10-06 23:53:59.699749,WH-Mumbai,South,Carrier C,Road,514.1,99.0,115,4208,6283.23,1.6,1
SHP101005,2025-11-02 02:30:07.506255,WH-Chennai,West,Carrier A,Road,187.2,602.4,111,2286,3624.86,0.2,0
SHP100671,2025-07-23 16:57:14.862385,WH-Mumbai,West,Carrier D,Road,567.5,78.6,140,1915,6247.57,2.3,1
SHP101162,2025-12-19 18:24:55.246038,WH-Mumbai,West,Carrier A,road,823.4,375.0,115,3036,10442.45,0.8,0
SHP100958,2025-10-18 20:03:24.170141,WH-Delhi,North,Carrier C,Air,183.1,,105,1139,10696.47,0.2,0
SHP101065,2025-11-20 07:39:58.999165,WH-Bengaluru,Central,Carrier C,Air,615.7,157.3,116,111,34688.81,0.3,0
SHP100768,2025-08-22 03:42:11.109257,WH-Mumbai,North,Carrier D,air,739.5,106.0,134,38,39433.32,1.0,0
SHP100160,2025-02-18 13:46:17.314428,WH-Chennai,North,Carrier A,Rail,170.4,54.4,123,3289,989.21,1.3768605129189444,0
SHP100628,2025-07-10 15:39:10.959132,WH-Kolkata,North,Carrier D,Road,459.3,101.7,110,1545,5893.43,0.2,0
SHP100433,2025-05-12 10:52:08.607172,WH-Chennai,Central,Carrier D,Road,640.1,224.8,113,4127,59112.15164495879,0.9,0
SHP100941,2025-10-13 16:11:36.580483,WH-Delhi,North,Carrier A,Sea,980.6,,135,3865,3384.62,1.6,0
SHP101190,2025-12-28 06:25:31.276063,WH-Mumbai,Central,Carrier C,Road,486.6,92.3,126,4130,5990.97,0.4,0
SHP100989,2025-10-28 05:55:29.774812,WH-Chennai,Central,Carrier C,Road,255.8,152.3,99,3205,3849.33,0.2,0
SHP100926,2025-10-09 02:54:08.707256,WH-Kolkata,East,Carrier A,Road,850.9,179.1,98,1932,10490.49,0.5,0
SHP100815,2025-09-05 10:08:54.445371,WH-Delhi,South,Carrier A,Road,328.2,91.4,113,3044,3985.39,0.8,0
SHP100492,2025-05-30 08:44:50.241868,WH-Kolkata,North,Carrier B,Sea,691.1,16.2,97,2138,2671.9,1.6,1
SHP100385,2025-04-27 21:08:15.412844,WH-Bengaluru,West,Carrier D,Road,947.3,571.7,108,4856,12487.29,2.0,1
SHP100281,2025-03-27 07:23:10.158465,WH-Bengaluru,South,Carrier D,Road,250.4,149.9,118,1257,3403.43,1.4,0
SHP100483,2025-05-27 15:10:21.517931,WH-Bengaluru,North,Carrier D,Air,530.6,127.5,121,211,29378.22,0.2,0
SHP100282,2025-03-27 14:40:20.016680,WH-Kolkata,Central,Carrier C,Road,290.2,61.8,136,2291,4152.69,0.2,0
SHP100437,2025-05-13 16:00:48.040033,WH-Bengaluru,South,Carrier B,Road,903.3,350.9,110,1165,11719.94,0.5,0
SHP100567,2025-06-22 03:12:09.608006,WH-Mumbai,West,Carrier D,Road,213.7,316.9,114,2240,4017.04,0.3,0
SHP101141,2025-12-13 09:24:28.223519,WH-Bengaluru,East,Carrier D,Road,349.5,320.9,122,1623,5384.39,0.8,0
SHP100741,2025-08-13 22:58:44.937447,WH-Delhi,Central,Carrier D,Road,290.4,154.8,122,638,3658.47,1.0674434448955474,0
SHP101166,2025-12-20 23:33:34.678899,WH-Chennai,North,Carrier A,Road,684.7,183.1,121,303,8318.27,1.1,0
SHP101029,2025-11-09 09:22:04.103419,WH-Mumbai,West,Carrier B,Air,298.1,91.5,118,1037,15794.2,0.2,0
SHP101159,2025-12-18 20:33:25.671392,WH-Chennai,South,Carrier C,Road,450.3,126.8,96,2990,5086.67,1.7,1
SHP100121,2025-02-06 17:36:52.844036,WH-Delhi,Central,Carrier B,Rail,526.6,288.7,119,1064,4015.25,0.2,0
SHP100836,2025-09-11 19:09:21.467889,WH-Mumbai,West,Carrier D,Rail,924.6,28.6,111,4507,6237.53,0.6,0
SHP100016,2025-01-05 20:34:37.731442,WH-Kolkata,West,Carrier A,Rail,324.2,357.2,138,1566,3556.93,1.6,1
SHP100907,2025-10-03 08:28:01.401167,WH-Chennai,Central,Carrier C,Road,428.2,263.2,116,2596,5983.72,0.6,0
SHP101182,2025-12-25 20:08:12.410341,WH-Delhi,South,Carrier D,Road,389.7,270.4,134,2269,5204.51,0.6,0
SHP100707,2025-08-03 15:15:09.758131,WH-Bengaluru,South,Carrier A,Sea,239.2,230.4,117,3767,1823.01,0.4,0
SHP100835,2025-09-11 11:52:11.609674,WH-Mumbai,West,Carrier C,Road,605.6,196.0,116,1699,7145.88,1.2,0
SHP100293,2025-03-30 22:49:08.457047,WH-Chennai,East,Carrier B,Sea,175.1,116.5,121,3079,529.14,0.7,0
SHP100670,2025-07-23 09:40:05.004170,WH-Bengaluru,East,Carrier A,Road,739.4,91.9,121,4592,8925.97,1.8,1
SHP100719,2025-08-07 06:41:08.056713,WH-Chennai,South,Carrier B,Road,172.8,138.3,113,1643,2334.41,0.6,0
SHP100106,2025-02-02 04:19:24.970809,WH-Chennai,West,Carrier D,Air,483.8,194.3,124,1080,26942.92,0.7,0
SHP100023,2025-01-07 23:34:46.738949,WH-Chennai,North,Carrier C,Rail,540.2,24.2,114,330,3426.25,1.1,0
SHP100069,2025-01-21 22:44:20.216847,WH-Kolkata,North,Carrier B,Road,1629.1,222.6,125,1796,,1.4,1
SHP100679,2025-07-26 03:14:33.728106,WH-Delhi,South,Carrier D,road,417.0,457.3,112,4768,5008.28,1.5,1
SHP100885,2025-09-26 16:10:24.520433,WH-Kolkata,West,Carrier D,Road,404.6,127.2,129,4826,5604.11,0.3,0
SHP100697,2025-07-31 14:23:31.175979,WH-Chennai,East,Carrier D,Air,612.2,258.6,121,2543,34496.56,0.5,0
SHP100103,2025-02-01 06:27:55.396163,WH-Bengaluru,North,Carrier D,Road,290.8,82.6,136,2299,26521.64188471356,0.2,0
SHP101043,2025-11-13 15:22:22.118432,WH-Chennai,South,Carrier D,Road,236.9,271.8,115,4380,3184.95,,0
SHP100809,2025-09-03 14:25:55.296080,WH-Chennai,East,Carrier D,Rail,273.2,108.9,119,3144,2215.13,0.2,0
SHP100636,2025-07-13 01:56:29.824854,WH-Kolkata,South,Carrier B,Sea,885.0,243.3,121,371,4372.74,1.3,0
SHP101151,2025-12-16 10:16:06.805671,WH-Mumbai,East,Carrier B,Rail,527.1,562.1,109,2788,5718.11,0.7,0
SHP100074,2025-01-23 11:10:09.507923,WH-Bengaluru,South,Carrier C,Road,1021.7,244.8,127,1507,12997.57,0.6,0
SHP100507,2025-06-03 22:02:18.115095,WH-Delhi,South,Carrier A,Road,709.6,147.1,109,2030,8825.44,0.4,0
SHP101106,2025-12-02 18:23:43.185988,WH-Bengaluru,East,Carrier B,Rail,424.3,111.8,108,449,3450.63,0.6,0
SHP100218,2025-03-08 04:21:49.090909,WH-Delhi,West,Carrier A,Air,641.8,144.8,113,20,36047.07,0.5,0
SHP101083,2025-11-25 18:48:56.447039,WH-Chennai,West,Carrier D,Sea,735.1,435.6,107,3904,4178.78,1.0,0
SHP100767,2025-08-21 20:25:01.251042,WH-Bengaluru,Central,Carrier A,Rail,657.4,299.5,132,4304,5514.45,0.9,0
SHP100265,2025-03-22 10:48:32.427022,WH-Delhi,Central,Carrier C,Rail,282.6,285.6,98,2723,2245.68,0.7,0
SHP100631,2025-07-11 13:30:40.533778,WH-Delhi,East,,Road,456.7,469.7,126,4089,7385.13,1.5,0
SHP100579,2025-06-25 18:38:07.906588,WH-Kolkata,Central,Carrier B,Road,313.8,124.1,124,307,4290.0,0.2,0
SHP100434,2025-05-12 18:09:18.465387,WH-Delhi,South,Carrier C,Road,536.4,334.3,126,4963,7640.82,0.9,0
SHP100110,2025-02-03 09:28:04.403669,WH-Mumbai,West,Carrier B,Road,229.0,55.1,108,1600,3163.05,1.0,0
SHP100217,2025-03-07 21:04:39.232693,WH-Delhi,West,Carrier B,Rail,487.2,96.2,119,434,3320.76,1.2,0
SHP100040,2025-01-13 03:26:34.328607,WH-Mumbai,Central,Carrier C,Air,760.6,194.9,133,4425,41989.94,0.2,0
SHP100720,2025-08-07 13:58:17.914929,WH-Kolkata,West,Carrier D,Road,294.6,71.5,123,4849,,0.9,0
SHP100276,2025-03-25 18:57:20.867389,WH-Kolkata,South,Carrier C,Road,158.2,374.2,118,441,2237.46,0.3,0
SHP100339,2025-04-13 21:58:41.934945,WH-Mumbai,North,Carrier C,Road,357.2,486.4,114,305,5027.35,0.5,0
SHP101000,2025-10-31 14:04:18.215179,WH-Delhi,East,Carrier B,Road,146.3,220.8,101,2410,2233.44,1.1,0
SHP100568,2025-06-22 10:29:19.466221,WH-Mumbai,South,Carrier B,Rail,417.9,90.1,126,400,3186.51,0.2,0
SHP100185,2025-02-26 03:55:23.769808,WH-Kolkata,South,Carrier B,Road,975.1,705.7,137,4750,14351.54,0.6,0
SHP100755,2025-08-18 04:59:02.952460,WH-Kolkata,South,Carrier C,Sea,678.8,107.5,130,298,3271.56,1.4,1
SHP100854,2025-09-17 06:18:18.915763,WH-Chennai,West,Carrier B,Road,277.4,328.7,117,2165,4214.09,0.2,0
SHP100061,2025-01-19 12:27:01.351125,WH-Chennai,East,Carrier B,sea,366.7,98.5,110,1319,1636.53,0.3,0
SHP100678,2025-07-25 19:57:23.869891,WH-Kolkata,North,Carrier A,Road,245.3,212.9,113,3245,3010.0,,0
SHP100387,2025-04-28 11:42:35.129274,WH-Mumbai,East,Carrier C,road,173.8,236.8,125,1053,2699.21,0.2,0
SHP100952,2025-10-17 00:20:25.020850,WH-Delhi,West,Carrier B,Road,472.9,506.3,122,1982,7262.48,1.6,0
SHP101102,2025-12-01 13:15:03.753127,WH-Mumbai,South,Carrier B,Road,862.1,55.1,121,375,11012.44,1.0,0
SHP100251,2025-03-18 04:48:14.412010,WH-Chennai,Central,Carrier A,Road,126.4,189.4,102,2438,2759.29,0.2,0
SHP101053,2025-11-16 16:14:00.700583,WH-Delhi,North,Carrier C,Air,138.4,459.9,137,1707,9187.21,0.4,0
SHP100685,2025-07-27 22:57:32.877397,WH-Chennai,South,Carrier A,Road,1003.0,381.3,122,3830,12850.34,1.8,1
SHP100307,2025-04-04 04:49:26.472060,WH-Delhi,West,Carrier B,Road,142.9,242.7,115,1226,2773.09,0.2,0
SHP100193,2025-02-28 14:12:42.635529,WH-Bengaluru,West,Carrier C,Rail,476.4,332.5,115,4051,4529.36,1.2,0
SHP100502,2025-06-02 09:36:28.824020,WH-Chennai,Central,Carrier A,Road,1224.3,63.9,110,3385,14796.45,2.7,1
SHP100033,2025-01-11 00:26:25.321100,WH-Delhi,West,Carrier A,Road,683.2,257.0,122,4734,8451.31,0.8,0
SHP100822,2025-09-07 13:09:03.452877,WH-Kolkata,South,Carrier C,Rail,607.3,122.6,99,3006,4570.2,1.3,0
SHP100057,2025-01-18 07:18:21.918265,WH-Bengaluru,West,Carrier A,Air,390.0,145.9,135,3644,22098.81,,0
SHP100791,2025-08-29 03:16:57.848206,WH-Kolkata,Central,Carrier A,Road,380.4,105.7,119,2197,5014.18,1.1,0
SHP100358,2025-04-19 16:24:49.241034,WH-Mumbai,West,Carrier C,Air,632.3,75.1,115,4062,35002.05,0.6,0
SHP100045,2025-01-14 15:52:23.619683,WH-Bengaluru,Central,Carrier B,Rail,1102.4,626.4,107,4055,9811.79,,0
SHP100988,2025-10-27 22:38:19.916597,WH-Delhi,East,Carrier A,Air,908.9,251.1,111,174,50821.83,1.3,0
SHP100106,2025-02-02 04:19:24.970809,WH-Chennai,West,Carrier D,Air,483.8,194.3,124,1080,26942.92,0.7,0
SHP100802,2025-09-01 11:25:46.288573,WH-Mumbai,South,Carrier B,Air,410.0,57.3,119,4111,,0.8,0
SHP100068,2025-01-21 15:27:10.358632,WH-Delhi,Central,Carrier D,Rail,497.9,144.4,134,3140,4507.15,0.5,0
SHP100318,2025-04-07 12:58:14.912427,WH-Chennai,East,Carrier A,Road,422.8,62.2,108,429,5260.25,0.4,0
SHP100291,2025-03-30 08:14:48.740617,WH-Mumbai,South,Carrier A,Road,426.2,330.3,128,3016,5819.2,1.3,0
SHP100046,2025-01-14 23:09:33.477898,WH-Kolkata,Central,Carrier A,rail,506.0,164.1,114,3679,4638.24,0.4,0
SHP100277,2025-03-26 02:14:30.725604,WH-Delhi,West,Carrier D,Air,1004.3,87.7,118,270,55107.14,0.2,0
SHP101129,2025-12-09 17:58:29.924937,WH-Delhi,Central,Carrier B,Road,701.0,379.5,129,1707,9614.97,0.3,0
SHP100297,2025-04-01 03:57:47.889908,WH-Mumbai,East,Carrier B,Rail,494.4,245.1,126,3741,4187.3,1.2,0
SHP100224,2025-03-10 00:04:48.240200,WH-Mumbai,South,Carrier B,Road,341.5,725.5,114,389,7189.37,0.5,0
SHP100846,2025-09-14 20:01:00.050041,WH-Kolkata,South,Carrier B,Road,156.7,,109,1528,2193.79,0.4,0
SHP100918,2025-10-06 16:36:49.841534,WH-Bengaluru,West,Carrier A,Sea,291.2,50.5,116,1835,709.35,1.1,0
SHP100364,2025-04-21 12:07:48.390325,WH-Bengaluru,Central,Carrier C,Road,878.8,190.9,136,1597,10624.51,1.3,0
SHP101022,2025-11-07 06:21:55.095913,WH-Chennai,East,Carrier B,Road,562.9,246.8,132,4027,7142.51,0.8,0
SHP100366,2025-04-22 02:42:08.106755,WH-Delhi,West,Carrier B,Road,365.1,151.1,130,252,4870.35,0.3,0
SHP100000,2025-01-01 00:00:00.000000,WH-Delhi,East,Carrier B,Road,641.3,218.9,119,2900,8284.64,0.3,0
SHP100066,2025-01-21 00:52:50.642201,WH-Kolkata,West,Carrier A,Sea,108.1,193.4,133,4088,-189.86,0.2,0
SHP101135,2025-12-11 13:41:29.074228,WH-Bengaluru,North,Carrier D,Air,692.0,210.0,126,4435,39005.33,0.8,0
SHP100031,2025-01-10 09:52:05.604670,WH-Chennai,West,Carrier C,Road,375.5,221.2,132,1266,4676.78,0.9,0
SHP100807,2025-09-02 23:51:35.579649,WH-Bengaluru,East,Carrier B,Rail,645.3,612.1,107,4364,6044.48,0.4,0
SHP100294,2025-03-31 06:06:18.315262,WH-Delhi,South,Carrier C,Rail,665.2,282.7,110,2258,4652.92,0.5,0
SHP100113,2025-02-04 07:19:33.978315,WH-Kolkata,West,Carrier B,Rail,721.9,201.7,129,683,5722.05,0.6,0
SHP100245,2025-03-16 09:05:15.262718,WH-Kolkata,North,Carrier D,Road,514.8,188.0,123,3551,5072.41,1.0,0
SHP100415,2025-05-06 23:43:11.159299,WH-Bengaluru,North,Carrier D,Rail,532.0,1314.7,104,3185,7313.38,0.8,0
SHP100161,2025-02-18 21:03:27.172643,WH-Chennai,Central,Carrier B,Air,1040.5,271.4,130,4833,57831.03,0.2,0
SHP100411,2025-05-05 18:34:31.726438,WH-Kolkata,Central,Carrier C,Sea,514.4,133.3,102,4302,2147.42,1.0,0
SHP100897,2025-09-30 07:36:22.819015,WH-Chennai,West,Carrier A,Sea,279.1,297.0,110,2056,1993.8,0.5,0
SHP100761,2025-08-20 00:42:02.101751,WH-Chennai,West,Carrier D,Rail,528.8,127.6,128,3854,,0.4,0
SHP100694,2025-07-30 16:32:01.601334,WH-Kolkata,West,Carrier D,Road,273.9,146.2,118,1494,4035.11,0.7,0
SHP101138,2025-12-12 11:32:58.648874,WH-Bengaluru,West,Carrier B,Road,188.9,8.6,130,3177,2002.72,0.5,0
SHP100992,2025-10-29 03:46:59.349457,WH-Delhi,East,Carrier A,Sea,642.9,18.8,125,4853,2867.72,2.3,1
SHP100247,2025-03-16 23:39:34.979149,WH-Kolkata,North,Carrier B,Road,1202.9,67.2,125,545,14236.61,0.8,0
SHP101123,2025-12-07 22:15:30.775646,WH-Chennai,West,Carrier A,Rail,433.6,246.6,105,3936,3830.97,0.7,0
SHP101120,2025-12-07 00:24:01.201000,WH-Kolkata,South,Carrier A,Road,737.6,234.2,136,2795,9739.15,1.6,1
SHP100092,2025-01-28 22:19:06.955796,WH-Kolkata,South,Carrier B,Air,306.6,294.5,101,2200,17692.92,0.4,0
SHP100381,2025-04-26 15:59:35.979983,WH-Kolkata,West,Carrier B,Road,470.4,350.2,122,1024,6017.47,1.4,0
SHP100114,2025-02-04 14:36:43.836530,WH-Chennai,Central,Carrier D,Road,633.0,303.0,123,3083,8094.64,0.4,0
SHP100786,2025-08-27 14:51:08.557130,WH-Chennai,Central,Carrier C,Road,323.1,374.8,110,508,4475.07,0.9,0
SHP100254,2025-03-19 02:39:43.986655,WH-Chennai,East,Carrier B,Air,1135.5,23.1,103,3343,62333.2,0.9,0
SHP100429,2025-05-11 05:43:29.174311,WH-Kolkata,South,Carrier C,Rail,321.8,422.0,131,1790,,0.2,0
SHP100588,2025-06-28 12:12:36.630525,WH-Mumbai,East,Carrier A,Road,650.7,509.8,95,726,7748.08,0.3,0
SHP100178,2025-02-24 00:55:14.762301,WH-Bengaluru,South,Carrier C,Road,333.5,269.0,107,530,4819.82,0.2,0
SHP100646,2025-07-16 02:48:08.407005,WH-Chennai,East,Carrier D,Road,1138.0,89.1,109,2103,13971.46,1.3,0
SHP100389,2025-04-29 02:16:54.845704,WH-Mumbai,Central,Carrier B,Road,810.9,225.2,112,2567,10705.12,1.1,0
